region_id,affordance,acd_granularity,faces,xmin,ymin,zmin,xmax,ymax,zmax,maxConvexHulls,acdThreshold
1,lift,0.6,"[520, 521, 522, 523, 524, 525, 526, 527, 528, 542, 543, 544, 545, 546, 547, 548, 549, 550, 551, 552, 553, 554, 561, 562, 563, 564, 565, 566, 567, 568, 569, 584, 585, 586, 587, 588, 589, 590, 591, 592, 593, 594, 595, 602, 603, 604, 605, 606, 607, 608, 609, 935, 611, 612, 620, 621, 624, 625, 626, 627, 628, 629, 630, 631, 632, 633, 634, 635, 636, 637, 126, 644, 645, 646, 135, 647, 648, 649, 650, 651, 652, 657, 661, 662, 663, 664, 665, 666, 155, 667, 157, 669, 670, 671, 672, 673, 674, 668, 168, 681, 682, 683, 684, 685, 686, 687, 689, 690, 693, 694, 695, 696, 697, 191, 705, 194, 195, 706, 707, 717, 718, 720, 209, 210, 211, 721, 726, 727, 728, 733, 734, 223, 736, 236, 237, 252, 253, 766, 254, 770, 776, 269, 782, 787, 793, 282, 284, 285, 798, 291, 292, 293, 806, 294, 295, 296, 297, 811, 298, 814, 816, 817, 820, 822, 825, 827, 828, 829, 830, 831, 833, 834, 835, 836, 325, 326, 327, 839, 842, 335, 336, 337, 338, 339, 340, 341, 342, 864, 868, 877, 883, 884, 887, 376, 377, 891, 894, 383, 384, 897, 385, 386, 387, 900, 899, 903, 905, 910, 911, 914, 915, 916, 405, 406, 919, 920, 921, 923, 924, 925, 926, 928, 929, 930, 419, 420, 931, 932, 933, 424, 425, 426, 427, 428, 939, 940, 937, 944, 938, 942, 945, 943, 444, 445, 446, 447, 458, 459, 460, 461, 462, 463, 465, 466, 467, 481, 482, 483, 484, 485, 504, 505, 506, 507, 508, 509, 510]",-0.689873993396759,-0.32199299335479736,0.39383000135421753,0.13864800333976746,0.34545499086380005,0.5007230043411255,50,0.002
18,lift,0.6,"[8330, 8331, 8332, 8333, 8334, 8335, 8338, 8339, 8341, 8342, 8347, 8421, 8428, 8429, 8439, 8446, 8448, 8449, 8462, 8463, 6676, 6679, 6695, 6696, 6704, 6706, 6708, 6709, 6710, 6711, 6712, 6713, 6714, 6715, 6716, 6717, 6718, 6719, 6902, 6903, 6904, 6905, 6906, 6908, 6909, 6910, 6911, 6912, 6913, 6914, 6915, 6916, 6917, 6918, 6919, 6921, 6922, 6923, 6925, 6926, 6927, 6928, 6929, 6930, 6931, 6932, 6933, 6934, 6935, 6936, 6937, 6938, 6939, 6940, 6941, 6942, 6943, 6944, 6946, 6947, 6948, 6950, 6951, 6952, 6953, 6954, 6955, 6956, 6957, 6958, 6959, 6960, 6961, 6962, 6963, 6964, 6966, 6967, 6970, 6971, 6972, 6973, 6974, 6975, 6976, 6977, 6978, 6979, 6995, 6997, 6998, 6999, 7000, 7001, 7002, 7003, 7004, 7005, 7006, 7007, 7008, 7009, 7011, 7012, 7013, 7015, 7018, 7019, 7020, 7021, 7022, 7023, 7024, 7025, 7026, 7027, 7028, 7029, 7030, 7031, 7032, 7033, 7034, 7035, 7036, 7037, 7038, 7039, 7040, 7041, 7042, 7043, 7044, 7045, 7046, 7047, 7048, 7049, 7050, 7051, 7052, 7053, 7054, 7055, 7056, 7057, 7058, 7059, 7060, 7061, 7062, 7063, 7064, 7065, 7066, 7067, 7068, 7069, 7070, 7071, 7072, 7073, 7074, 7075, 7116, 7117, 7118, 7119, 7120, 7121, 7122, 7123, 7124, 7125, 7126, 7127, 7128, 7129, 7130, 7131, 7132, 7133, 7134, 7135, 7136, 7137, 7138, 7139, 7140, 7141, 7142, 7143, 7145, 7146, 7148, 7149, 7152, 7154, 7155, 7156, 7157, 7158, 7159, 7160, 7161, 7162, 7163, 7164, 7165, 7166, 7167, 7168, 7169, 7170, 7171, 7261, 7268, 7269, 7270, 7297, 7298, 7299, 7301, 7302, 7303, 7306, 7308, 7309, 7310, 7311, 7312, 7313, 7314, 7315, 7316, 7317, 7318, 7319, 7320, 7322, 7324, 7325, 7326, 7327, 7329, 7330, 7331, 7333, 7334, 7335, 7338, 7340, 7341, 7342, 7343, 7344, 7346, 7347, 7348, 7349, 7350, 7351, 7353, 7354, 7356, 7357, 7358, 7359, 7360, 7361, 7362, 7363, 7368, 7369, 7370, 7371, 7372, 7373, 7374, 7375, 7376, 7377, 7378, 7379, 7380, 7381, 7382, 7383, 7384, 7385, 7386, 7387, 7388, 7389, 7390, 7391, 7392, 7393, 7394, 7395, 7396, 7397, 7398, 7399, 7400, 7401, 7402, 7403, 7404, 7405, 7406, 7407, 7408, 7409, 7410, 7411, 7412, 7413, 7414, 7415, 7416, 7417, 7418, 7419, 7420, 7421, 7422, 7423, 7424, 7425, 7426, 7427, 7428, 7429, 7430, 7431, 7432, 7433, 7434, 7435, 7436, 7437, 7438, 7439, 7440, 7441, 7442, 7443, 7444, 7445, 7446, 7447, 7448, 7450, 7453, 7454, 7456, 7457, 7458, 7459, 7460, 7461, 7462, 7463, 7464, 7465, 7466, 7467, 7468, 7469, 7470, 7471, 7472, 7473, 7474, 7475, 7476, 7477, 7478, 7479, 7480, 7481, 7482, 7483, 7484, 7485, 7486, 7487, 7488, 7489, 7618, 7619, 7620, 7621, 7622, 7623, 7624, 7625, 7626, 7627, 7628, 7629, 7630, 7631, 7632, 7633, 7634, 7635, 7636, 7637, 7638, 7639, 7640, 7641, 7642, 7643, 7644, 7645, 7646, 7648, 7649, 7650, 7651, 7652, 7653, 7654, 7655, 7656, 7700, 7703, 7710, 7711, 7712, 7713, 7714, 7715, 7716, 7717, 7718, 7719, 7720, 7721, 7722, 7723, 7724, 7725, 7740, 7741, 7742, 7743, 7744, 7745, 7754, 7755, 7756, 7757, 7758, 7759, 7761, 7762, 7764, 7765, 7766, 7767, 7768, 7769, 7771, 7772, 7773, 7774, 7775, 7776, 7777, 7778, 7779, 7780, 7781, 7782, 7783, 7784, 7785, 7786, 7787, 7788, 7789, 7790, 7791, 7792, 7793, 7864, 7870, 7871, 7880, 7884, 7885, 7888, 7889, 8018, 8019, 8020, 8021, 8022, 8023, 8024, 8025, 8026, 8027, 8028, 8029, 8030, 8031, 8032, 8033, 8034, 8035, 8036, 8037, 8038, 8040, 8043, 8044, 8046, 8047, 8070, 8100, 8101, 8106, 8107, 8112, 8113, 8116, 8117, 8120, 8121, 8124, 8125, 8128, 8140, 8144]",-0.7583820223808289,0.15830199420452118,0.3048650026321411,-0.2117220014333725,0.40595999360084534,0.5009269714355469,50,0.002
20,openable,1.0,"[7233, 7238, 8290, 8291, 8292, 8293, 8294, 8295, 8296, 8297, 8298, 8299, 8300, 8301, 8302, 8303, 8304, 8305, 8306, 8307, 8308, 8309, 8310, 8311, 8312, 8313, 8314, 8315, 8316, 8317, 8318, 8319, 8320, 8321, 8322, 8323, 8324, 8325, 8326, 8327, 8328, 8329, 7304, 7305, 7307, 8336, 8337, 8340, 8343, 8344, 8345, 8346, 8348, 8349, 8350, 8351, 8352, 8353, 8354, 8355, 8356, 8357, 8358, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8371, 8374, 8375, 8376, 8383, 8384, 8385, 8386, 8387, 8389, 8392, 8393, 8394, 8395, 8396, 8397, 8398, 8399, 8400, 8401, 8407, 8408, 8409, 8433, 8434, 8435, 8436, 8437, 8438, 8440, 8441, 8442, 8443, 8444, 8445, 8447, 8452, 8453, 8454, 8455, 8456, 8457, 8459, 7449, 7451, 7452, 7455, 7291]",-0.7108860015869141,0.06470700353384018,0.45987099409103394,-0.2324800044298172,0.40553098917007446,0.5007389783859253,800,0.0
21,lift,0.6,"[8450, 8451, 8460, 8461, 8099, 8484, 8485, 8486, 8487, 8488, 8489, 8490, 7851, 8491, 8493, 8492, 8494, 8495, 8111, 8114, 7859, 8115, 8497, 8110, 8496, 8498, 8499, 8122, 8123, 8501, 8119, 8102, 8118, 7872, 8103, 8130, 8131, 8127, 7879, 8137, 7882, 8139, 8138, 8105, 7886, 7887, 8143, 8142, 8402, 8403, 8147, 8404, 8406, 8151, 7852, 8405, 8410, 8411, 8108, 8413, 8414, 8415, 8416, 8109, 8418, 8419, 8422, 8423, 8424, 8426, 8427, 8430, 8431, 8432, 7860]",-0.44074299931526184,0.3487209975719452,0.3362779915332794,-0.1807129979133606,0.40595999360084534,0.49674999713897705,50,0.002
32,openable,1.0,"[11836, 11837, 11838, 11840, 11841, 11842, 11843, 28883, 11848, 28894, 28895, 28897, 28898, 28899, 28900, 11850, 28901, 11853, 11854, 11855, 28943, 11859, 28946, 11864, 24882, 24883, 11866, 24886, 15939, 24904, 24905, 24906, 24907, 24908, 24909, 24910, 24911, 24912, 24913, 24914, 24915, 24916, 24917, 24918, 24919, 24920, 11873, 24922, 24923, 11872, 24926, 11874, 24928, 24929, 24930, 24931, 24932, 24933, 24934, 24935, 24936, 24937, 24938, 24939, 24940, 24941, 24942, 24943, 24944, 24945, 24947, 24948, 24949, 24951, 24952, 24953, 24954, 24955, 24956, 24957, 24958, 24959, 24960, 24961, 24962, 24963, 24964, 24965, 24966, 11888, 11890, 12785, 12787, 12808, 12809, 12810, 12811, 12813, 12814, 12815, 12816, 12817, 12818, 12820, 12821, 12822, 12823, 12825, 12826, 12827, 12829, 12830, 12831, 12832, 12833, 12834, 12835, 12836, 12837, 12838, 12839, 12859, 12864, 12865, 12866, 12867, 12869, 12870, 12871, 17070, 17082, 17083, 17084, 17086, 17087, 17088, 17089, 17130, 17135, 25710, 25712, 25734, 25735, 25736, 25737, 25738, 25740, 25741, 25742, 25743, 25745, 25746, 25747, 25748, 25749, 25750, 25752, 25753, 25754, 25756, 25757, 25758, 25759, 25760, 25761, 25762, 25763, 25764, 25765, 25800, 25806, 25807, 25808, 25809, 25810, 25812, 25813, 11523, 11527, 11528, 11532, 11533, 11534, 11535, 11536, 11537, 11538, 11539, 11540, 11541, 11542, 11543, 11544, 11545, 11546, 11547, 11548, 11549, 11550, 11551, 11553, 11554, 11556, 11557, 11558, 11559, 11560, 11561, 11562, 11563, 11564, 11565, 11566, 11567, 11572, 11575, 11576, 11577, 11578, 11579, 11580, 11581, 11582, 11583, 11584, 11585, 11586, 11587, 11588, 11589, 11590, 11591, 11592, 11593, 11594, 11595, 15724, 15725, 15726, 15727, 15728, 15729, 15730, 15731, 15732, 15733, 15734, 15736, 11641, 15738, 15739, 15740, 15741, 15742, 15737, 15743, 11642, 11660, 11661, 15757, 15758, 11664, 11665, 11666, 11667, 11668, 11669, 11663, 11662, 11672, 11673, 11674, 11675, 11671, 11670, 11686, 11687, 11691, 11708, 11711, 11712, 11713, 11714, 11715, 11716, 11717, 11718, 11719, 11720, 11721, 11722, 11723, 11724, 11725, 11726, 11727, 11728, 11729, 11730, 11731, 11732, 11733, 11734, 11735, 11736, 11737, 11738, 11739, 11740, 11741, 11742, 11743, 11744, 11745, 11746, 11747, 11748, 11749, 11750, 11751, 11752, 11753, 11754, 11755, 11756, 11757, 11758, 11759, 11760, 11761, 11762, 11763, 11764, 11765, 11766, 11767, 11768, 11769, 11770, 11771, 11773, 11774, 11777, 11778, 11780, 11781, 11782, 11783, 11784, 11785, 11786, 11787, 11788, 11789, 11790, 11791, 11792, 11793, 11794, 11795, 11796, 11799, 11800, 11801, 11802, 11803, 11804, 11805, 11806, 11807, 11809, 11810, 11812, 11813, 11814, 11815, 11816, 11817, 11818, 11819, 11829, 11830, 15932, 15933, 15934, 15935, 15936, 15937, 15938, 11839, 15940, 15941, 15942, 11845, 15944, 15945, 15943, 11847, 11844, 15949, 11846, 15946, 15948, 11849, 15947, 11851, 15950, 15951, 11861, 11863, 11860, 11862, 11865, 11867, 15964, 15965, 11869, 11871, 15968, 15969, 15967, 11868, 11870, 11877, 15966, 15970, 15976, 11876, 11878, 15971, 11875, 11881, 15979, 11880, 11882, 11885, 11887, 11884, 11886, 11893, 11892, 11895, 11894, 11889, 11891, 11897, 11899, 11896]",0.1520339995622635,-0.30982598662376404,0.46165698766708374,0.6286259889602661,0.09589999914169312,0.4898790121078491,800,0.0
35,move,0.6,"[17152, 17153, 17154, 17155, 17156, 17157, 17158, 17159, 17160, 17161, 16652, 16653, 16657, 16535, 16664, 16665, 16539, 16668, 12701, 16669, 16551, 17198, 12720, 16562, 16563, 12724, 12725, 16564, 12727, 12726, 16569, 16565, 16567, 16566, 16568, 16574, 16575, 16576, 16577, 16578, 16579, 16580, 16581, 17094, 17096, 17118, 17133, 17134, 17136, 17137, 17138, 17139, 17140, 17141, 17142, 17143, 17144, 17145, 17146, 17147, 17148, 17149, 17150, 17151]",0.5369719862937927,-0.06016400083899498,0.3362709879875183,0.6568260192871094,0.2831360101699829,0.48480498790740967,50,0.002
37,move,0.6,"[15872, 15873, 15874, 15875, 15876, 15877, 15878, 15879, 15886, 15888, 15889, 15890, 15891, 14869, 14870, 15900, 15901, 15902, 15903, 15904, 15905, 15906, 15907, 15908, 15911, 15912, 15914, 15915, 15916, 15917, 15918, 15919, 15920, 15921, 15922, 15923, 15924, 15925, 15926, 15927, 15928, 15929, 15930, 15931, 8542, 8543, 8288, 8556, 15022, 15029, 15030, 14783, 14785, 14786, 15812, 15813, 15048, 15049, 15050, 15051, 14792, 14793, 14794, 14795, 15056, 15057, 15058, 15059, 14796, 14797, 14799, 14800, 14802, 14809, 14811, 15838, 15840, 15841, 15842, 15844, 15845, 15846, 15848, 15849, 15855, 15857, 15858, 15859, 15860, 15861, 15862, 15863, 15864, 15865, 15866, 15867, 15868, 15869, 15870, 15871]",-0.09733899682760239,0.2830449938774109,0.36483800411224365,0.1940539926290512,0.40595999360084534,0.49142301082611084,50,0.002
40,openable,1.0,"[768, 15880, 15881, 15882, 15883, 15884, 15885, 15887, 15892, 15895, 15896, 15899, 15140, 15143, 15144, 15145, 15146, 15147, 14640, 14641, 15152, 15153, 14642, 14643, 15155, 15154, 15444, 15445, 14932, 15446, 15448, 15449, 15447, 15450, 15452, 14940, 14941, 15451, 15456, 14945, 14942, 14943, 15460, 15461, 15455, 14946, 15464, 15465, 14947, 15459, 15468, 15469, 14957, 15462, 15463, 15466, 15470, 14958, 15471, 118, 15996, 15999, 16000, 16001, 16002, 16003, 15750, 15752, 16008, 15755, 16011, 146, 147, 15764, 15765, 15766, 15767, 15768, 15769, 15770, 15771, 15772, 15773, 15774, 15775, 15776, 15777, 15778, 15779, 15780, 15781, 15782, 15783, 15784, 15785, 15786, 15787, 15788, 15789, 15790, 15791, 15792, 15793, 15794, 15795, 15796, 182, 15799, 15800, 15803, 188]",0.1382569968700409,-0.2727450132369995,0.36340901255607605,0.2565769851207733,0.373088002204895,0.495633989572525,800,0.0
51,move,0.6000000000000001,"[28288, 28289, 28290, 28292, 28293, 28294, 28295, 28296, 28297, 28298, 28299, 28300, 28245, 28336, 28256, 28367, 28281, 28370, 28371, 28244, 28373, 28246, 28247, 28248, 28249, 28250, 28251, 28252, 28253, 28382, 28383, 28284, 28385, 25442, 28386, 28387, 28285, 25446, 25447, 28264, 28389, 28262, 28270, 28271, 28272, 28273, 28274, 28275, 28276, 28277, 28287, 28279, 25464, 25465, 28282, 28283, 25468, 25469, 28286, 25471]",0.6511589884757996,-0.06017399951815605,-0.006852000020444393,0.6549199819564819,0.15830199420452118,0.27395498752593994,50,0.002
54,move,0.6000000000000001,"[27010, 27014, 27015, 27016, 27017, 27019, 27020, 27021, 27023, 27027, 26644, 26647, 26648, 26649, 26650, 26654, 26655, 26656, 26658, 26659, 26660, 26661, 26662, 26663, 26664, 26665, 26666, 26667, 26670, 27483, 26321, 27352, 27353, 27354, 27355, 27356, 27357, 27358, 27359, 27488, 27489, 27490, 27491, 27364, 27493, 27492, 27495, 27494, 27369, 27370, 27371, 27375, 27376, 27377, 27378, 27379, 27380, 27381, 27382]",0.31860899925231934,0.37559300661087036,-0.5755789875984192,0.6253290176391602,0.40595999360084534,-0.41262200474739075,50,0.002
